pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
P,5,Paper Heroes,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,6,Paradise Grill & Daiquiris,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,7,Pasta Lab,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,8,Pat Williams Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,9,Pat's of Henderson,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,10,Paul's Rib Shack,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,11,Pelican State Credit Union,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,12,Pendragon Security,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,13,Peoples Health,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,14,PERC Development,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,15,Performance Contractors,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,16,Peridian Engineering,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,17,Peterbilt of Lake Charles,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,18,PH Machine Works,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,19,Picasso Analytics,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,20,Pickens Transport,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,21,Pilant Court Reporting,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,22,Pioneer Club,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,23,Pistol's Plumbing & Maintenance,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,24,Pitt Grill,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,25,Planet Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,26,Plus 5 Armory,Specialty retail business listed in the Chamber directory.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,27,Polaris EPC,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,28,Porche Advanced Systems,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,29,Porche May Architects,Architecture firm focused on commercial and high-end residential design.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,30,Porche Plumbing & Piping,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,31,Port Aggregates,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,32,Port of Lake Charles/Lake Charles Harbor & Terminal District,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,33,Posh Exclusive Interiors,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,34,Premier Joint & Orthopedic Care,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,35,Premier Property Restoration,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,36,Prien Lake Mall,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,37,Prien Lake Reserve,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,38,Prime Guard Self Storage,"Transportation, logistics, storage, shipping, or moving services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,39,Project Build a Future,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,40,Project Trey Recovery Cafe,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,41,Pronia's Deli and Bakery,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,42,Propell Air,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,43,Prosperity Hospitality Management,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,44,Pro-Surve Technical Services,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,45,Providence Engineering & Environmental,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,46,Pumpelly Tire,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,47,PWK Timberland,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
P,48,Pye-Barker Fire & Safety,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/p,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
Q,1,Qemetica,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/q,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,1,Realty Source,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,2,R&H Quality Refractory,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,3,R.E. Heidt Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,4,R.C. Cleaning,"Cleaning, restoration, janitorial, pest control, or property service business.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,5,R.D. Spell,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,6,Raba Kistner,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,7,Rader Solutions,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,8,Rader's Insulation,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,9,Rail Logix Lacassine,"Transportation, logistics, storage, shipping, or moving services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,10,Rain CII Carbon,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,11,Raising Cane's,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,12,Ready Non Emergency Transportation,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,13,ReCon Management Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,14,Red Gator Rentals,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,15,Red River Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,16,Red Roof Inn,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,17,Redd Properties,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,18,Reddoch Land Surveying,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,19,Reinauer Real Estate,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,20,Rejuvime Medical,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,21,Reliable Document Storage & Shredding,"Transportation, logistics, storage, shipping, or moving services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,22,Renaitre A Williamson Cosmetic Center,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,23,Renewed Family Dental,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,24,Rent it Like A Saint,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,25,Republic Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,26,Residence Inn,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,27,Resin Systems,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,28,Revitalized Health,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,29,Rexel USA,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,30,Ribbeck Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,31,Richard Law Firm,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,32,Ricky Bellon,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,33,Rivers Fence,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,34,Robert Colston Contractor,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,35,Rosa's Floral Decor,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,36,Rosewood Nursing Center,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,37,Ross Byrley Shelter Insurance,"Insurance, benefits, or risk-management services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,38,Rotolo's Pizzeria,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,39,Rouses Markets,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,40,Russell Stutes Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
R,41,Ryan LLC,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/r,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,1,Sasol Chemicals,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,2,Sempra Infrastructure,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,3,Stine Home & Yard,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,4,Stockwell Sievert Law,Legal services/law firm.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,5,Stream Wetland Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,6,SWLA Economic Development Alliance,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,7,S&S Investigations and Security,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,8,S3 Physical Therapy,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,9,Sabine Pools,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,10,Sabine State Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,11,Safe Haven Enterprises,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,12,Sage Enviro Tech,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,13,Salvador Custom Homes,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,14,Sam Hebert Financial,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,15,Sam Istre Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,16,Sam's Club,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,17,Sanchez Burke,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,18,Sassy Royals Hats and Accessories,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,19,SAVIT Solutions,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,20,Scalisi Myers & White,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,21,Schlesinger's Wholesalers,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,22,Scofield Gerard Pohorelsky Gallaugher & Landry,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,23,Scott Equipment Companies,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,24,Second Harvest Food Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,25,Senator Kennedy,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,26,Serenity Ponds RV Park,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,27,Server At Work,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,28,Service Tire Pros,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,29,Servpro,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,30,Setpoint Integrated Solutions,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,31,Sherwin Williams,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,32,Ship to Shore,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,33,Shipley's Do-Nuts,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,34,Shucks Restaurant,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,35,Sigler Arabie & Cannon,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,36,Sims Air Conditioning,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,37,Slate Ridge Consulting,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,38,Sleep Disorder Center,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,39,SLS Digital Consulting,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,40,Smalls Sliders,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,41,Smoke on The Water,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
